id,object_nonce_id,nickname,title,create_time,read_count,like_count,fav_count,forward_count,comment_count,full_url,decode_key
14942366051946928573,1158390199586897881_0_0_2_0_1782639152113555_49bfcbbe-72d4-11f1-be41-ad45086ff910,陈厂长的AI商业论,一个要求每天写日报的公司，全是无效管理，公司只会走下坡路#AI#企业管理#日报#商业#AI管理#企业AI化改造#企业智能体#企业AI全案落地#陈厂长,1781268841,0,21,32,31,23,http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=rgjNqbibdAo0sfIMmshgu4eoAvUAQEHoexayGlE8bmShpsIiaT9PH03cibjdcwdicz7gqFXuQNjlY6RmTlaT86gWvw&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a1ac&token=2lt8WBSnjTnD42qTXm8vMRctIJaoFJMckhsJaHuT1ZnfJNhmVIc5tZYxicg0icfeww5WmTlU5ptEKlAWgMX3PQYczaPaJzYUojmycw2ktcNf32wiarH3tKwqqrJJCAtxydV92qehEBPh8kod9hFgRBXibtQXibzT5jKWIzsUnkOEKC6bpA4KmtlIe97icUmRUh8c2qeBx4icA4yRIK6dicniaGzSxN3qeuLiaDPibsXw3lSOXvTYZo&basedata=CAMSBnhXVDExMyI2CgoKBnhXVDExMxAACgoKBnhXVDExMhABCgoKBnhXVDExMRAACgcKA3hBMBAACgcKA3hBMhAA&sign=CnURRG69mKK_Uz-_mN3Cqlbqr0b7J_NH8aLXzmTjGgWeaRSVCHGb7G0TJbbc25IzTKoy20IsmspcupVhI7LS4A&extg=874a00&ftype=631&svrbypass=AAuL%2FQsFAAABAAAAAAA7Xp%2Fn63U7QcymMOpAahAAAADnaHZTnGbFfAj9RgZXfw6Vhe3TnpMQKRdbwMqLp8r%2F3qz1c%2BYYup3sG4YP%2FXFSke5Ub%2F%2BDCJT6qIo%3D&svrnonce=1782639152,1196928459
14941569347020003769,5086016755466932942_0_0_2_0_1782639152113555_49bfcbbe-72d4-11f1-be41-ad45086ff910,陈厂长的AI商业论, 学会三招，用AI生产高变现的短视频内容#AI#AI时代#AI写文案#企业智能体#企业AI化改造#企业AI全案落地#陈厂长,1781173866,0,79,108,229,100,http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=rgjNqbibdAo2WD1BosZ9XOzC6T8a1Jr1zshymvKwnb5wLYmdDYvibs1RJQFPZXLyiaMHic7qpTCU42jPKZ5JgKRRzA&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a22e&token=2lt8WBSnjTnD42qTXm8vMRWhicXPfGqZuB0bQI3HuDuqqzrdNB5kyA6p2JFVTINelXHmd1a7HYia1hEpibprBfPzc40he6FGpo9P2dbFKkkicO21WicqGicf7EEkKT8rnWosUpdNIGDnEDdebktV4vV42niaicNLcEiayQU38SsuD9UFefNLz8DX2NIfCnqs2CKUbSq4hcTtvHjibYLxFhRaPHhiaEdb9rNLY9tYPwyMCFpiavXibufY&basedata=CAMSBnhXVDExMyI2CgoKBnhXVDExMxAACgoKBnhXVDExMhABCgoKBnhXVDExMRAACgcKA3hBMBAACgcKA3hBMhAA&sign=9aK0SY_z_7HM9w4WNNxWdUZzZ7wvALiPWFhQPrfgqU-G-mLHlvpDYf8XEpPEzQEJBF1p8UEmLT056phZ63_k2Q&extg=874a00&ftype=631&svrbypass=AAuL%2FQsFAAABAAAAAACCevesXxC2yf4AMOpAahAAAADnaHZTnGbFfAj9RgZXfw6Vhe3TnpMQKRNbpOSWuvH83qz1c%2BYYup3sG1%2BQbo5Ou3p57sTa%2BaaZSXM%3D&svrnonce=1782639152,1126408075
14940883440919845278,1368539211076476298_0_0_2_0_1782639152113555_49bfcbbe-72d4-11f1-be41-ad45086ff910,陈厂长的AI商业论,AI小白如何快速搭建自己的AI系统#AI#AI小白#AI时代#企业AI化改造#企业智能体#企业AI全案落地#陈厂长,1781092100,0,218,289,786,373,http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=rgjNqbibdAo1nvov3c2AxWiaXiaq8jZwialzzpuCp0bcIhvoIicibldkicMBUv4zicdiboMawccjRqFpCN62yCIQGzLtUqw&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a1fc&token=ic1n0xDG6awibmzgzocBKD93NEpFBmFokpVTp1FhpncdTAM88rL9d4ia6WPwF0yTZGPmJonmNmwEibADMUnty6vUZBNic4DeRFYUHIDGEmD4AxiafAVceBAnQmah6doITF8d5TtEEIQf8XYOWCvkTicC4cyIBBKGjQsLIdkskZHl0iaV94uAvia0wXm48UPvXn74pKDv81ialVhEavwIJ6pF6vXSiapfcvQYdP7h7A482ka8qNwQmU&basedata=CAMSBnhXVDExMyI2CgoKBnhXVDExMxAACgoKBnhXVDExMhABCgoKBnhXVDExMRAACgcKA3hBMBAACgcKA3hBMhAA&sign=xOmd5z4Qyl9CKC_SYnnHuUlLhZba19h6taWShzqYx3q5RXGwQkrf1LkQuU0lllp_IG07ho2RYz7ISE1ZJwVZdQ&extg=1074a00&ftype=631&svrbypass=AAuL%2FQsFAAABAAAAAACgj%2FA1sNiBaqnNMOpAahAAAADnaHZTnGbFfAj9RgZXfw6Vhe3TnpMQKTRb8I%2FWtZ393qz1c%2BYYup3sG5TY3kJmIi1kVKnmiWQHG8Q%3D&svrnonce=1782639152,772351453
14940140286402566587,8722296735377262222_0_0_2_0_1782639152113555_49bfcbbe-72d4-11f1-be41-ad45086ff910,陈厂长的AI商业论,AI时代，普通人的赚钱逻辑#AI#AI时代#商业#商业认知#企业AI化改造#企业智能体#企业AI全案落地#陈厂长,1781003509,0,95,126,190,98,http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=rgjNqbibdAo2GpoeYcp06nwxdWVqUBbNrCmAInLYYVx8ECASVKe2LiaUZGSVicUP8BdqenCDlQ4HDF5QDFLQKE5Xg&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a166&token=2lt8WBSnjTnD42qTXm8vMSLK5911ibEbQE9l9J86cGI7uSJLExofLiaCqmGLTrwyShFLZgH4wCWZBCXclyxwIkcGRibA4VWYtVX67rn7M6e125qrEKAdRGZBanrSd8nneOtD0eTcZN40gCeyqxQOTbibFFsKdVIVSzljPQjP9LmqpjwXosG8ibtX4jthX44pWeNr07KgqL0pIJziae98HgTTNlpXH1NBggqO6rD72R4Niac6Co&basedata=CAMSBnhXVDExMyI2CgoKBnhXVDExMxAACgoKBnhXVDExMhABCgoKBnhXVDExMRAACgcKA3hBMBAACgcKA3hBMhAA&sign=Q6QidVugSKA-r96OAsxTHN9Qgdmq4sTv77ZXKQLCm5dvm00zp6YeJX4PEWwYOR1_sJ4MAq2MX0AZkChDyOqxYw&extg=874a00&ftype=631&svrbypass=AAuL%2FQsFAAABAAAAAACXmWNFknc9MZRfMOpAahAAAADnaHZTnGbFfAj9RgZXfw6Vhe3TnpMQKRFbwLfgsrT63qz1c%2BYYup3sG%2BVwzygNXUuVk36bSEe9Pvg%3D&svrnonce=1782639152,1482723052
14939415945926482201,60357582697518558_0_0_2_0_1782639152113555_49bfcbbe-72d4-11f1-be41-ad45086ff910,陈厂长的AI商业论,高敏感的人，就是天生智商更高#AI#高敏感#高敏感人群#修行#企业AI化改造#企业智能体#企业AI全案落地#陈厂长,1780917161,0,51,60,35,52,http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQCtGljdJbCSibwfLO0HlFQjHHMXpe4NibSbib94fjyMCpDERxJ5vucoTKkvt0xlRtJG4X6qLdo80MoCKXMpGJdZMrm&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a1ac&token=2lt8WBSnjTnD42qTXm8vMQxZMQ6knGNEa758MccxN84uQfW33hSwaOjlHq7o4GDN8lgia2Dq0hk0eXtXLcOWStv6ic65yyt3bXfibguh3T1QR7LEUa3lKPcuduX8RzibFZ4UCLkCFoSwUemiac0tF93hdKLQOII8ia8GqzgFtWaFrLIjAEzeF8SNVNWbbQiagvKl6uZFz6By5fAePnAicsH6zc1s9hC5RPksht72qGEQqKBI2PQ&basedata=CAMSBnhXVDExMyI2CgoKBnhXVDExMxAACgoKBnhXVDExMhABCgoKBnhXVDExMRAACgcKA3hBMBAACgcKA3hBMhAA&sign=MSdRMA3c1uxsN2PYiol2VRwXguLBB8tqq9sJ3dXPp9QqckqGrTxyrW4M3X2OdAlaVic8tdV2rlHT7TwF5PfXjQ&extg=874a00&ftype=631&svrbypass=AAuL%2FQsFAAABAAAAAAD8arDlyXNOTc%2F2MOpAahAAAADnaHZTnGbFfAj9RgZXfw6Vhe3TnpMQKTNa2P36i%2Bv43qz1c%2BYYup3sG66EDbfkpUFusf9ci3wkCVU%3D&svrnonce=1782639152,1843461755
14938654597416229122,2640471478299166488_0_0_2_0_1782639156628893_4c70c82c-72d4-11f1-abf0-e9a108c7f874,陈厂长的AI商业论,企业AI化改造，老板只需要搞懂一件事#AI#企业AI化改造#企业AI智能体#企业AI全案落地#陈厂长,1780826401,0,45,68,154,18,http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQDQBjVZW0km4TibNAbm5zTUZNDPIibceFhMD5HjY8AXuxI5iaiaBzumEZxgEIg10FB8pPZ5Hma7h35wco1mXzyde18k&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a1ac&token=ic1n0xDG6awibmzgzocBKD92uNfxSZ6QDM5jMY6ia61o1eLNeYJewO4GdeibiakBe1CHPDcpoPgNo1wLSAwB9K2pr1qZ8CAesZibQNPtIA59w5cVGH75qQYCgF9icU2X9IKtkzr5bqqocH0Ekl0hSAdhHgyemWXSPticwh5jMEHq4g05gRaKTy72nGSzo8BribOej0FzkRrz8gyheZUjkRILpsiasxP7CGG7p0dy3eX8kDibzzkVhw&basedata=CAMSBnhXVDExMyI2CgoKBnhXVDExMxAACgoKBnhXVDExMhABCgoKBnhXVDExMRAACgcKA3hBMBAACgcKA3hBMhAA&sign=h28JEoqiSASPvUYba_2fZ_qIdfRjcLIUUJ-1r70VhR14FRyAUkVr0Uyg-1Um9cS1O5-XUH2FXWUawAIYKhfdZQ&extg=874b00&ftype=693&svrbypass=AAuL%2FQsFAAABAAAAAAAfyhfqlui9KDoWNOpAahAAAADnaHZTnGbFfAj9RgZXfw6VeQD%2BgdTm0i1scN0fXOTEupKsjiOdsuVAFmnlqwBZDy33I6olrgEaId4%3D&svrnonce=1782639156,956823860
14937933720514271520,40947773250934244_0_0_2_0_1782639156628893_4c70c82c-72d4-11f1-abf0-e9a108c7f874,陈厂长的AI商业论,我把毛选五卷做成了一个天道竞技场智能体#AI#AI智能体#商业#毛选#企业AI化改造#企业智能体#企业AI全案落地#陈厂长,1780740466,0,28,39,42,50,http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQAyAicOWJibQ0icUZAyAXRc9uTEOW3GunC7VY4iaYibDDiazZzl8fAgeHULkKJMib0ZQ9ZGuhaXUZuvycITLbOGVyuqyCF&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a166&token=2lt8WBSnjTnD42qTXm8vMZsDC1zzKnkIVGrM2CLZ5PpFUjvVEibuGCfZdNyv2bd5kdk8KMEvicbOUfoctdk3euWOJRslk6LpvP58j0AhibTvibKGHNt5icFVOAL5qKEugyibc6lvsDkocFlibGWqYhNYNj1Fg8TdicBSVwPia1QL5DIOQFrdl9RWa3PcblM1QviaibGY9KrzDqEc1YLJtbVib07RnOpLhMGwD2l56s78r0gmbMYJa3k&basedata=CAMSBnhXVDExMyI2CgoKBnhXVDExMxAACgoKBnhXVDExMhABCgoKBnhXVDExMRAACgcKA3hBMBAACgcKA3hBMhAA&sign=9EXJBP1_LcORLpNjOlb8PvG1BFdkVwBZq_zMUTTbyExy9E0IjppK870J1YOSe_TRBrYI5ak2Gy9gWcXQUHjK9g&extg=874b00&ftype=693&svrbypass=AAuL%2FQsFAAABAAAAAAA0gqV1UgE7JJplNOpAahAAAADnaHZTnGbFfAj9RgZXfw6VeQD%2BgdTm0g9sJLt8SNjLupKsjiOdsuVAFjBXv5C2A7tjEueFlutAa%2BI%3D&svrnonce=1782639156,1523064172
14937259753084033274,7461106066298320261_0_0_2_0_1782639156628893_4c70c82c-72d4-11f1-abf0-e9a108c7f874,陈厂长的AI商业论,2020年，短视频操盘手赚疯了，今天成为一个企业AI操盘手，一样的机会#AI操盘手#FDE工程师#AI#AI时代#商业认知#企业AI化改造#企业智能体#企业AI全案落地#陈厂长,1780660123,0,66,119,344,63,http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=rgjNqbibdAo0A8PqibHbHB7t97gvibvcd3tJSTtHiaBicxUMyhy6j2t88JOvl7EpBib4Dj1RLjVBzGRshgSibwcpaiaCMA&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a22e&token=ic1n0xDG6awibmzgzocBKD94kiaibHOg8KgRXFJLGW1eDcZON5ZQhn3wE1lnhH8ibnmOn20RlhrtIMPfv4ojaP7M4jcqmsrhicj3vg9YDtjUMK4qLia6H11KI900wEvKqyBC9picRyGccty8Fjymfa0zCnZOATmGeYUuG7AcxhAKwhRzzg6QxfFic6xNDzlVfZrhNLibiaIXibb5E7Nk2z38m8kkz5UGLvDAJYBzsEJzzxAAAgBIAZY&basedata=CAMSBnhXVDExMyI2CgoKBnhXVDExMxAACgoKBnhXVDExMhABCgoKBnhXVDExMRAACgcKA3hBMBAACgcKA3hBMhAA&sign=WCEM1OE40hz3v0mWpH9pi6uqL9v11WJt4zsFoI6BarfWZOi8DDCbP9hRXsrP7vt4v-RNmm2ruSUfBpziyot0WA&extg=874b00&ftype=693&svrbypass=AAuL%2FQsFAAABAAAAAACDeUQLPN3VOcYMNOpAahAAAADnaHZTnGbFfAj9RgZXfw6VeQD%2BgdTm0lVvMNVnaafJupKsjiOdsuVAFjiIHsYpS5DG5bSeZpP6c%2FI%3D&svrnonce=1782639156,195867427
14936527878133651735,17852361172731862446_0_0_2_0_1782639156628893_4c70c82c-72d4-11f1-abf0-e9a108c7f874,陈厂长的AI商业论,"高灵性的人通过AI修行的三重境界#AI#AI时代#高灵性#修行#企业AI化改造#企业智能体#企业AI全案落地#陈厂长
",1780572876,0,518,561,393,436,http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=rgjNqbibdAo1CIic3Luywfl6vyogkwHCUYvCovtqR6vRRkB9GF4XhpbAfKyWKtp1tYH9JCpnOEpncXhaicGla4okw&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a166&token=2lt8WBSnjTnD42qTXm8vMcCPwHlsguyvkvAlTYB8wwdANbQ7KwzibgD3ias0uqCnPzh5QN5icV353z9dhvUL7lFKbQHUqrJpEhLVAv0K4xorWEj3ktMBNDjwOgJBRu60xswxFHAkqVGP5GgSnj5DLJPF3n1BWKN481oiaQTgBcpoCml2e73G8ULSh95iaobhVocuAFaapNYAXibK1r75wu1CCpnLX22ayOnrYyYB09VqAI3SQ&basedata=CAMSBnhXVDExMyI2CgoKBnhXVDExMxAACgoKBnhXVDExMhABCgoKBnhXVDExMRAACgcKA3hBMBAACgcKA3hBMhAA&sign=MpXwh9NSAFwsmzx4LLBRDOyM0Yu-5jmRU52HAOIlAccunrzOBcbDqzTrarPPdYcgmeVJCF2rh22cS0ghqJHneg&extg=1074b00&ftype=693&svrbypass=AAuL%2FQsFAAABAAAAAAAeppp6hbHFifwiNOpAahAAAADnaHZTnGbFfAj9RgZXfw6VeQD%2BgdTm0jhscLgxJJnIupKsjiOdsuVAFpsxe%2FrgpVitCUb5E74zT%2BI%3D&svrnonce=1782639156,1829103166
14935789786287839508,12131453758876155263_0_0_2_0_1782639156628893_4c70c82c-72d4-11f1-abf0-e9a108c7f874,陈厂长的AI商业论,通过AI修行自己，只需要一支录音笔#AI#修行#企业AI化改造#企业智能体#企业AI全案落地#陈厂长#商业,1780484889,0,149,179,131,219,http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQBawm8KZNvgXzibqt8u8hHGEuL2icBsp9rnzTlZAeAezCWvtnQ6uSibAS4d7k7ulBSt1tRHZ586OVNsSj668NELQZN&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a166&token=AxricY7RBHdXME2bnfdexSgb4FibgficlR3YkQgONC3mvzMT4YLkicfkaeZPrk8O2nkIeO2JNL29YGGvy8Z3HkaqicmBPX4UQaQKM1zoHmko8BJsA5CgOgCu2MzqlmcmynazqfAC96JMR1GDlNtj9NOXP0jPXObbcia29OfbyLZzUQBy4eh7tzljclQPOZibjouzjREhsMicJabvldQa5E9QuNsCrna5MHB9KukjWp0ZOKWiazd8&basedata=CAMSBnhXVDExMyI2CgoKBnhXVDExMxAACgoKBnhXVDExMhABCgoKBnhXVDExMRAACgcKA3hBMBAACgcKA3hBMhAA&sign=S4X-ctjeYF5oEkH_qIpzJsICXk-jL4NBtnlToYSUqV0aDuoERxMtO_D6zcIePUMR7G3GE2E3Mh6eAHjensvyBw&extg=874b00&ftype=693&svrbypass=AAuL%2FQsFAAABAAAAAABg5jdtJv%2FTfy90NOpAahAAAADnaHZTnGbFfAj9RgZXfw6VeQD%2BgdTm0jtsEOsaD%2FHPupKsjiOdsuVAFmaDnXwCzaVnzyMyabNX4mo%3D&svrnonce=1782639156,49315018
14935077264569538848,11814969673740398469_0_0_2_0_1782639156628893_4c70c82c-72d4-11f1-abf0-e9a108c7f874,陈厂长的AI商业论,AI时代，无需技术，最容易的赚钱路线#AI#A时代#AI培训#卖课#企业智能体#企业AI化改造#企业AI全案落地#陈厂长,1780399950,0,110,166,258,143,http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQC5eCx2j7nsu19ZR9S0OibGTrTry32yqWxnao9INR0RWIfShVsN3pFljq8ias0gxxjsic9vJaNbGgSfuY32p6ALpEI&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a1ac&token=ic1n0xDG6awibmzgzocBKD9znsZX3Tc5tWTAKCB4J2dztIvtScYIzDmyPx13IudHZg0XYR1lEvMnyWAIgsA3l56rSXia4b9grMPSaWbY7Ig2EVBXjlowgfOexZqDaPCD9j1EswMQXaHII108e23zYWkG0w3Iq1ID8YFbly1dm2nXR5DpKvo5x9c2ibJLWf19EQ6otJm3Rmm4G0yrH7QPiauFhrnkvFxiaZDD374N4ynycYGGY&basedata=CAMSBnhXVDExMyI2CgoKBnhXVDExMxAACgoKBnhXVDExMhABCgoKBnhXVDExMRAACgcKA3hBMBAACgcKA3hBMhAA&sign=FD6tMZpQwNnjScmH5Zsw8Eq-uKDjVkn_10Kqp9vSQMVgpUtIhneJYk5LQxScbNYkUfzkuY7BPGovre6flcISgA&extg=874b00&ftype=693&svrbypass=AAuL%2FQsFAAABAAAAAAA2m6qHWnGAGV7oNOpAahAAAADnaHZTnGbFfAj9RgZXfw6VeQD%2BgdTm0g9sSIoEDtfOupKsjiOdsuVAFsv%2BgXVQDeTCKddCywPJO4c%3D&svrnonce=1782639156,584984524
14934355993494493470,6580872043194866801_0_0_2_0_1782639156628893_4c70c82c-72d4-11f1-abf0-e9a108c7f874,陈厂长的AI商业论,普通人怎么通过AI彻底翻身#AI#AI时代#商业#AI创业#陈厂长#企业AI化改造#企业智能体#企业AI全案落地,1780313967,0,139,188,324,183,http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQBAObBpib9DRI0OjmrK2ibrh4bgiaGFnVoSibr90CxT4XJhtWNHF08OEn9cVubVZXp8Bt13Iju8PVFQtPAiceEug0otB&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a166&token=2lt8WBSnjTnD42qTXm8vMbbrQLxseJgLqgM9wRITeElzPh94AAibE4cJQMYnlOYIoEq5deqZhSYT3myekedQoZDSgtibN5YQSGUN0KIX6LibJc5mgfUhhKyS8rEXRurs1G4TOcvUlx7ZteuqDNfe8paiav689hTWgPb6cGUsUl5icXFiadRbL5v8UQ47SpxJicNFQdcCxQ0ntqAlZdiavC5fCMkUajibHkeicM8YibChaAOVmfMDrc&basedata=CAMSBnhXVDExMyI2CgoKBnhXVDExMxAACgoKBnhXVDExMhABCgoKBnhXVDExMRAACgcKA3hBMBAACgcKA3hBMhAA&sign=8boEnYl59QzGAN1xL3ZdTj1Y-afL2vBKkLWiNpkYgysnKCH4kxN660gLK8hWYZYG4y0iogSTghvPpSvSBbvUTg&extg=874b00&ftype=693&svrbypass=AAuL%2FQsFAAABAAAAAAD9Do0j8SE6bFvGNOpAahAAAADnaHZTnGbFfAj9RgZXfw6VeQD%2BgdTm0jFsLJwkDovMupKsjiOdsuVAFvhIpi56lDnVLp6xoKkhT9Q%3D&svrnonce=1782639156,1840694253
14933581168142457116,15033566833298904098_0_0_2_0_1782639156628893_4c70c82c-72d4-11f1-abf0-e9a108c7f874,陈厂长的AI商业论,企业AI化改造的两条路#AI#AI时代#商业认知#商业思维#企业智能体#企业AI化改造#企业AI全案落地#陈厂长,1780221601,0,32,44,69,9,http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=rgjNqbibdAo0q7XKibah30fWFX0rMloibt6wlICkiaSZhFgOribflvHqickQdDJxlSg03oPsrDrXHJMBIibicJbNeB2TXw&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a21a&token=ic1n0xDG6awibmzgzocBKD98eWjxe1v8uQbvSLuHYw6RJvNbvWXP6ibLn5Pt8dwSqyYcz5CuT0Dnk59bILkMzJcDZP8HtxSJaPZtgouoAsKfJRSTia6jWTFFMB3EbfU0W2h1ZjQwGZ7t26tytw4YcRAFke5f345I4Huqxoiaqmc7DS5ZpicqSDJH2nJtgbcF9cG8o1SQUJAziacjXWKT7Qky0vgoA09P8AZMcmk5afHfianobmA&basedata=CAMSBnhXVDExMyI2CgoKBnhXVDExMxAACgoKBnhXVDExMhABCgoKBnhXVDExMRAACgcKA3hBMBAACgcKA3hBMhAA&sign=EhOKIf-JswFjWtzHmPFKzePImNZXmQt8_hEPgRfxGrW6gxvJrz6wpX4zZjFz_-bElA7Fy9os8_LpziFmxbazjA&extg=874b00&ftype=693&svrbypass=AAuL%2FQsFAAABAAAAAAAbdSkFbQ7sb72rNOpAahAAAADnaHZTnGbFfAj9RgZXfw6VeQD%2BgdTm0jNsEMt6JPvzupKsjiOdsuVAFsK%2F57ph2FocsaQsqweM3qk%3D&svrnonce=1782639156,847427503
14932856389240232212,13966549661842976861_0_0_2_0_1782639156628893_4c70c82c-72d4-11f1-abf0-e9a108c7f874,陈厂长的AI商业论,用大乘流的方法做IP，精准输出观众想听的内容，有流量能变现#AI#个人ip#商业认知#企业AI化改造#企业智能体#企业全案落地#陈厂长,1780135201,0,170,202,212,343,http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQDibibY8qNEDGIfez1ybJ9AWHiaHjiatiaiaoTHum81Of6GYDrDibPnDK6c7CUlDV4icqnZpDIricoTaLHaJbsCO2ah1sOGU&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a170&token=2lt8WBSnjTnD42qTXm8vMTOyShDqO3kzMJGicxdrI7VomPpWK85EnJN4RW3IiamtRLhjDywvTUdXjyJiaOMIdabdibNicjO2zt01SsnhPASJ1eSzicUphBNwNgb040voCdiadNHf8en9iavaj0AjFMLCFppKCH1slHnzCQLoH8lHSbD3KviaObPFUBDy7vawTjPfE3PP3FY6wwKLypzZDgyMYkoNnib4ACBbV3TtnwdHn7dEguneg&basedata=CAMSBnhXVDExMyI2CgoKBnhXVDExMxAACgoKBnhXVDExMhABCgoKBnhXVDExMRAACgcKA3hBMBAACgcKA3hBMhAA&sign=g3hcKqpk-FhYzI7JmEbGtmUHVs7ozUexvGzs-y-9eSF_K7iXhOgYYLXVTCrWph5M0xjq4fOJP1dI-TBkrTj2sA&extg=874b00&ftype=693&svrbypass=AAuL%2FQsFAAABAAAAAABf4BX2tNh6XdK2NOpAahAAAADnaHZTnGbFfAj9RgZXfw6VeQD%2BgdTm0jtsKKMHAt7yupKsjiOdsuVAFhMH%2F3bjwQH8hF9aJHoeJCE%3D&svrnonce=1782639156,1941899904
14932207561423460613,2434924885066352936_0_0_2_0_1782639156628893_4c70c82c-72d4-11f1-abf0-e9a108c7f874,陈厂长的AI商业论,普通人用AI赚钱，就记住两句话#AI#AI时代#企业智能体#企业AI化改造#企业AI全案落地#陈厂长,1780057854,0,92,107,131,122,http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQBS4GMibFQsg1NQgyicqNiang37RicDapxCoTaXroJiaxbHwpvEUkGVSQtVfH4VFg72b7Zf2xqvZWzHqIDTM7gbovY1x&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a170&token=2lt8WBSnjTnD42qTXm8vMZiae4LjMASIvSPnoME4BQMoOoC6UdHpjXJBQSeljncS86C9a2Jqt8xtpn332xTeAX61TKmBBf4CXh6auwv69fV0XEPtibGeuMAicRjWeoKfo8tGicDNscCoLwmoydRBQTdNR6iaicHiaENVDtBcZXVZAFVXYqcF8ggSgVF3pW7DicmOrTbDNg70FEmaHZkc4aAx0IaMWYiazVicBcziaWSKZr1vKaDdMU&basedata=CAMSBnhXVDExMyI2CgoKBnhXVDExMxAACgoKBnhXVDExMhABCgoKBnhXVDExMRAACgcKA3hBMBAACgcKA3hBMhAA&sign=zOw8ZOYEJxZdpQ1Z-GKcoUvlBklnnMs0ztgfMSbgiwqIa11ffSK7c0IWlT-DGD8lqrdE1S6koNs3Sb6bsGFhnQ&extg=874b00&ftype=693&svrbypass=AAuL%2FQsFAAABAAAAAACzHojgN%2BMIIiJgNOpAahAAAADnaHZTnGbFfAj9RgZXfw6VeQD%2BgdTm0ipsQK9XT6LwupKsjiOdsuVAFiJGWEujjIPmH2z7ET5sKT8%3D&svrnonce=1782639156,1139469389
